ascore,category,description,ein,tot_exp,fund_eff,fscore,NAME,tot_rev,score,state,size,CITY,ZIP,STATUS,impact_score,impact_efficiency,INCOME_AMT,REVENUE_AMT
96.0,Community Development,"The United Way of Kennebec Valley serves the community by identifying human care needs, raising and allocating funds to meet those needs, and encouraging volunteers to participate in community service. We are proud supporters of many community initiatives that have been spearheaded by local businesses and citizens to provide help where there is a need.",01-6004404,1493003.0,0.06,94.54,UNITED WAY OF KENNEBEC VALLEY,1431036.0,95.21,ME,small,AUGUSTA,04330-4614,1,High,1.9529291985048374e-06,1552070.0,1536154.0
96.0,Community Development,"United Way of Hunterdon County is a community center of volunteerism, leadership, and philanthropy that envisions a community where all individuals and families achieve their full potential through income stability, healthy lives and education. Our mission is to bring people and resources together to improve lives and conditions and to advance the common good of our community. That is our commitment to Community Impact and Community Investment.",22-2431065,1416531.0,0.09,95.84,UNITED WAY OF HUNTERDON COUNTY,1310380.0,95.91,NJ,small,FLEMINGTON,08822-1787,1,High,2.289118750324292e-06,1310548.0,1310548.0
100.0,Community Development,"United Way of Hudson County's mission is to improve the lives of the women, men and children in our communities by mobilizing the caring power of our leaders in government and the non-profit and corporate sectors, so they may have the greatest effective impact on improving the quality of life in our communities. United Way workers and volunteers reach out, network and motivate individuals and corporations with access to financial and material resources so that we can improve the lives of those in need and provide positive community impact.",22-1487218,2161058.0,0.13,72.78,UNITED WAY OF HUDSON COUNTY,2278737.0,80.75,NJ,small,JERSEY CITY,07306-4405,1,High,1.360237007696221e-06,2236755.0,2205498.0
100.0,Community Development,"The mission of the United Way of Gloucester County is to be the leader in building community capacity to foster individual well being. Through collaboration with the United Way, consumers and providers of health and human services in Gloucester County will be more self-sufficient. United Way of Gloucester County was established in 1957. Since that time, local United Way campaigns have stimulated more than $77 million in charitable giving by county residents. It is the largest and most successful fund raising organization in Gloucester County. United Way supports 35 programs offered by our 27 partner agencies. When resources are available, United Way also provides funds to stimulate innovative solutions to community problems and seeks additional agency members.",21-6006822,1518514.0,0.06,97.15,UNITED WAY OF GLOUCESTER COUNTY,1698928.0,97.98,NJ,small,WEST DEPTFORD,08086-2124,1,High,1.3508420473902408e-06,2692862.0,2220837.0
93.0,Community Development,"United Way of Essex and West Hudson (UWEWH), founded in 1923, seeks to address the root causes of community concerns by aligning resources to best meet the needs of individuals, children and families through its service-area. United Way is working to advance the common good by focusing on education, income and health. These are the building blocks for a good life - a quality education that leads to a stable job, enough income to support a family through retirement, and good health. We serve a population of nearly 700,000 in thirteen communities in Essex and Hudson County.",22-6069078,3985029.0,0.06,86.9,UNITED WAY OF ESSEX AND WEST HUDSON,3797813.0,89.49,NJ,mid,NEWARK,07102-2768,1,High,7.131185768815515e-07,4274035.0,4206874.0
96.0,Community Development,"Working with the communities we serve, the United Way of Eastern Maine is a trusted catalyst for meaningful and lasting change that improves the lives of people in our region. We improve lives by mobilizing the caring power of people and communities. We aim to achieve measurable results in three areas:

Education: Children are Ready to Learn and Safe After School
Income: Families Safe and Secure
Health: Seniors are Independent and Active",01-0211478,2227395.0,0.2,74.64,UNITED WAY OF EASTERN MAINE,2426029.0,81.84,ME,small,BANGOR,04401-3655,1,High,1.3407263966235149e-06,2237593.0,2237593.0
96.0,Human Services,"The United States Rowing Association (USRowing) provides ongoing opportunities to achieve excellence in rowing in the United States. USRowing works to steadily increase awareness of rowing; consistently grow lifetime participation in rowing; provide education on rowing safety, healthy training methods, and effective rowing technique; provide standards for all rowers of safe, fair racing; and continually improve performance at the Olympic Games. USRowing selects, trains, and manages the teams that represent the U.S. in international competition including the world championships, Pan American Games and Olympics. More than 16,000 individuals and 1,100 organizations strong, USRowing serves and promotes the sport on all levels of competition.",23-6275472,10005738.0,0.09,85.0,UNITED STATES ROWING ASSOCIATION,9971744.0,89.02,NJ,mid,PRINCETON,08540-1513,1,High,2.886365521247788e-07,10828464.0,10393694.0
93.0,Human Services,"The USGA celebrates, serves and advances the game of golf. Founded in 1894, we conduct many of golf's premier professional and amateur championships, including the U.S. Open and U.S. Women's Open. With The R&A, we govern the sport via a global set of playing, equipment and amateur status rules. Our operating jurisdiction for these governance functions is the United States, its territories and Mexico. The USGA Handicap System is utilized in more than 40 countries and our Course Rating System covers 95 percent of the world's golf courses, enabling all golfers to play on an equitable basis. The USGA campus in Liberty Corner, New Jersey, is home to the Association's Research and Test Center, where science and innovation are fueling a healthy and sustainable game for the future. The campus is also home to the USGA Golf Museum, where we honor the game by curating the world's most comprehensive archive of golf artifacts. To learn more, visit usga.org..",13-1427105,202105781.0,0.2,83.81,UNITED STATES GOLF ASSOCIATION,214999503.0,87.52,NJ,big,FAR HILLS,07931-0000,1,Low,1.0,,0.0
93.0,Religion,"Founded in 1922, the United Board is an historic Christian organization with a contemporary mission: we work with higher education institutions in Asia to develop leadership, collaboration and values such as justice, care for the environment, reconciliation and harmony among ethnic and religious communities, and civil society. The United Board operates as both a programmatic and grant-making organization and works in partnership with institutions of higher education in thirteen countries of Asia. The United Board is not an evangelical organization but, rather, one that works ecumenically to achieve excellence in education through projects and programs that reflect its commitment to service.",13-5562367,8360082.0,0.22,79.11,UNITED BOARD FOR CHRISTIAN HIGHER EDUCATION IN ASIA,6642731.0,84.42,NY,mid,NEW YORK,10115-0047,1,High,1.952915849832489e-07,79188780.0,15361645.0
100.0,International,"VisionSpring's works to reduce poverty and generate opportunity in the developing world through the sale of affordable eyeglasses. VisionSpring is an innovative social enterprise dedicated to reducing poverty and generating opportunity in the developing world through the sale of affordable eyeglasses. Our goal is to create channels for the delivery of low-cost eyeglasses to ensure every individual has equitable access to the eye care products they need to live a full, productive life. VisionSpring trains local villagers to conduct outreach & vision screenings and sell high-quality, low-cost eyeglasses in their communities.",31-1811558,3511730.0,0.1,88.05,VISIONSPRING,3628725.0,91.55,NY,mid,NEW YORK,10018-4710,1,High,8.88811463534732e-07,3919511.0,3375294.0
93.0,International,"Founded in 2005, Village Health Works is a grassroots, 501 (c)(3) nonprofit organization with the mission to provide quality, compassionate, dignified health care in rural Burundi, East Africa, while also addressing the root causes of illness, poverty, violence, and neglect. Village Health Works brings hope to Burundi through a holistic model. In partnership with community members, we focus first on treating and preventing illness through primary health care services. We then integrate education, sustainable agriculture, and economic development programs. Our campus in Kigutu - the heart of our operations - is home to a primary health care clinic, pre-school, and demonstration gardens, and through outreach we provide services throughout 18 surrounding communities. Our comprehensive programs serve more than 200,000 men, women and children.",45-0545435,3010987.0,0.04,97.8,VILLAGE HEALTH WORKS,5122929.0,94.81,NY,small,NEW YORK,10018-7633,1,High,3.160225319851672e-07,9492994.0,9492994.0
