ascore,category,tot_exp,admin_exp_p,fund_eff,fund_exp_p,program_exp_p,leader_comp_p,program_exp,fund_exp,fscore,NAME,tot_rev,subcategory,score,size,EIN,STATUS,impact_score,impact_efficiency,INCOME_AMT,REVENUE_AMT,NTEE_CD,ASSET_AMT,ACCT_PD,PF_FILING_REQ_CD,FILING_REQ_CD,INCOME_CD,ASSET_CD,FOUNDATION,DEDUCTIBILITY,RULING,CLASSIFICATION
97.0,Human Services,6991409.0,0.015,0.12,0.059,0.925,0.0338,6467053.325,412493.13100000005,85.0,BOY SCOUTS OF AMERICA,8051391.0,"Youth Development, Shelter, and Crisis Services",89.18,mid,42141816,1,Medium,2.94e-06,1183553.0,680252,,6394371.0,12,0,1,6,7,15,1.0,196511.0,1200.0
97.0,Human Services,6991409.0,0.015,0.12,0.059,0.925,0.0338,6467053.325,412493.13100000005,85.0,BOY SCOUTS OF AMERICA,8051391.0,"Youth Development, Shelter, and Crisis Services",89.18,mid,42349692,1,High,2.43e-06,1422129.0,1233655,O41Z,886862.0,12,0,1,6,5,15,1.0,196511.0,1200.0
97.0,Human Services,6991409.0,0.015,0.12,0.059,0.925,0.0338,6467053.325,412493.13100000005,85.0,BOY SCOUTS OF AMERICA,8051391.0,"Youth Development, Shelter, and Crisis Services",89.18,mid,42606869,1,Low,1.86e-05,94535.0,53642,O110,1569807.0,12,0,1,3,6,15,1.0,196511.0,1000.0
97.0,Human Services,6991409.0,0.015,0.12,0.059,0.925,0.0338,6467053.325,412493.13100000005,85.0,BOY SCOUTS OF AMERICA,8051391.0,"Youth Development, Shelter, and Crisis Services",89.18,mid,43184713,1,High,8.34e-07,5052462.0,3596695,,13080589.0,12,0,1,7,8,15,0.0,196511.0,1200.0
97.0,Human Services,6991409.0,0.015,0.12,0.059,0.925,0.0338,6467053.325,412493.13100000005,85.0,BOY SCOUTS OF AMERICA,8051391.0,"Youth Development, Shelter, and Crisis Services",89.18,mid,43308728,1,High,1.18e-06,6321112.0,2538014,,16353031.0,12,0,1,7,8,15,1.0,196511.0,1200.0
97.0,Human Services,6991409.0,0.015,0.12,0.059,0.925,0.0338,6467053.325,412493.13100000005,85.0,BOY SCOUTS OF AMERICA,8051391.0,"Youth Development, Shelter, and Crisis Services",89.18,mid,50308384,1,High,2.59e-07,13303225.0,11591548,,17292008.0,12,0,1,8,8,15,1.0,196511.0,1200.0
97.0,Human Services,6991409.0,0.015,0.12,0.059,0.925,0.0338,6467053.325,412493.13100000005,85.0,BOY SCOUTS OF AMERICA,8051391.0,"Youth Development, Shelter, and Crisis Services",89.18,mid,56001678,1,High,1.95e-06,2545794.0,1535668,,9697081.0,12,0,1,6,7,15,1.0,196511.0,1000.0
97.0,Human Services,6991409.0,0.015,0.12,0.059,0.925,0.0338,6467053.325,412493.13100000005,85.0,BOY SCOUTS OF AMERICA,8051391.0,"Youth Development, Shelter, and Crisis Services",89.18,mid,60646654,1,High,1.86e-06,1751159.0,1614422,O410,9632925.0,12,0,1,6,7,15,1.0,196511.0,1200.0
97.0,Human Services,6991409.0,0.015,0.12,0.059,0.925,0.0338,6467053.325,412493.13100000005,85.0,BOY SCOUTS OF AMERICA,8051391.0,"Youth Development, Shelter, and Crisis Services",89.18,mid,60646676,1,Medium,3.81e-06,573862.0,525164,,1092535.0,12,0,1,5,6,15,1.0,196511.0,1200.0
97.0,Human Services,6991409.0,0.015,0.12,0.059,0.925,0.0338,6467053.325,412493.13100000005,85.0,BOY SCOUTS OF AMERICA,8051391.0,"Youth Development, Shelter, and Crisis Services",89.18,mid,60646793,1,High,6.81e-07,4896948.0,4407529,,11250210.0,12,0,1,6,8,15,1.0,196511.0,1200.0
97.0,Human Services,6991409.0,0.015,0.12,0.059,0.925,0.0338,6467053.325,412493.13100000005,85.0,BOY SCOUTS OF AMERICA,8051391.0,"Youth Development, Shelter, and Crisis Services",89.18,mid,60662110,1,High,6.26e-07,10282857.0,4795848,,13878525.0,12,0,1,8,8,15,1.0,196511.0,1200.0
97.0,Human Services,6991409.0,0.015,0.12,0.059,0.925,0.0338,6467053.325,412493.13100000005,85.0,BOY SCOUTS OF AMERICA,8051391.0,"Youth Development, Shelter, and Crisis Services",89.18,mid,111631798,1,High,9.31e-07,7777511.0,3221568,,13235713.0,12,0,1,7,8,15,1.0,196511.0,1200.0
97.0,Human Services,6991409.0,0.015,0.12,0.059,0.925,0.0338,6467053.325,412493.13100000005,85.0,BOY SCOUTS OF AMERICA,8051391.0,"Youth Development, Shelter, and Crisis Services",89.18,mid,111631834,1,High,1.52e-06,2475131.0,1970156,O410,1559349.0,12,0,1,6,6,15,1.0,196511.0,1000.0
97.0,Human Services,6991409.0,0.015,0.12,0.059,0.925,0.0338,6467053.325,412493.13100000005,85.0,BOY SCOUTS OF AMERICA,8051391.0,"Youth Development, Shelter, and Crisis Services",89.18,mid,116009410,1,Low,6.13e-05,16301.0,16301,,3387582.0,12,0,2,2,6,15,1.0,196511.0,1200.0
97.0,Human Services,6991409.0,0.015,0.12,0.059,0.925,0.0338,6467053.325,412493.13100000005,85.0,BOY SCOUTS OF AMERICA,8051391.0,"Youth Development, Shelter, and Crisis Services",89.18,mid,131624015,1,High,2.64e-07,17318260.0,11346226,O410,22781352.0,12,0,1,8,8,15,1.0,196511.0,1200.0
97.0,Human Services,6991409.0,0.015,0.12,0.059,0.925,0.0338,6467053.325,412493.13100000005,85.0,BOY SCOUTS OF AMERICA,8051391.0,"Youth Development, Shelter, and Crisis Services",89.18,mid,132750608,1,High,1.01e-06,3394947.0,2983880,,6894444.0,12,0,1,6,7,15,1.0,196511.0,1200.0
97.0,Human Services,6991409.0,0.015,0.12,0.059,0.925,0.0338,6467053.325,412493.13100000005,85.0,BOY SCOUTS OF AMERICA,8051391.0,"Youth Development, Shelter, and Crisis Services",89.18,mid,136124311,1,Medium,4.65e-06,683785.0,430156,,5026325.0,12,0,1,5,7,15,1.0,196511.0,1200.0
97.0,Human Services,6991409.0,0.015,0.12,0.059,0.925,0.0338,6467053.325,412493.13100000005,85.0,BOY SCOUTS OF AMERICA,8051391.0,"Youth Development, Shelter, and Crisis Services",89.18,mid,136843964,1,Medium,1.7e-05,190185.0,117896,,4430901.0,12,0,1,4,6,15,1.0,196511.0,1200.0
97.0,Human Services,6991409.0,0.015,0.12,0.059,0.925,0.0338,6467053.325,412493.13100000005,85.0,BOY SCOUTS OF AMERICA,8051391.0,"Youth Development, Shelter, and Crisis Services",89.18,mid,141338385,1,High,2.1e-06,1842889.0,1425843,,3905276.0,12,0,1,6,6,15,1.0,196511.0,1200.0
97.0,Human Services,6991409.0,0.015,0.12,0.059,0.925,0.0338,6467053.325,412493.13100000005,85.0,BOY SCOUTS OF AMERICA,8051391.0,"Youth Development, Shelter, and Crisis Services",89.18,mid,141338581,1,Medium,2.88e-06,1541855.0,694263,,1341834.0,12,0,1,6,6,15,1.0,196511.0,1200.0
97.0,Human Services,6991409.0,0.015,0.12,0.059,0.925,0.0338,6467053.325,412493.13100000005,85.0,BOY SCOUTS OF AMERICA,8051391.0,"Youth Development, Shelter, and Crisis Services",89.18,mid,141340028,1,High,1.09e-06,3347043.0,2749173,O41Z,1746770.0,12,0,1,6,6,15,1.0,196511.0,1200.0
97.0,Human Services,6991409.0,0.015,0.12,0.059,0.925,0.0338,6467053.325,412493.13100000005,85.0,BOY SCOUTS OF AMERICA,8051391.0,"Youth Development, Shelter, and Crisis Services",89.18,mid,150536607,1,High,1.62e-06,2385341.0,1852280,,3960740.0,12,0,1,6,6,15,1.0,196511.0,1200.0
97.0,Human Services,6991409.0,0.015,0.12,0.059,0.925,0.0338,6467053.325,412493.13100000005,85.0,BOY SCOUTS OF AMERICA,8051391.0,"Youth Development, Shelter, and Crisis Services",89.18,mid,156017427,1,Medium,4.13e-06,1138181.0,483815,,6818224.0,12,0,1,6,7,15,1.0,196511.0,1200.0
97.0,Human Services,6991409.0,0.015,0.12,0.059,0.925,0.0338,6467053.325,412493.13100000005,85.0,BOY SCOUTS OF AMERICA,8051391.0,"Youth Development, Shelter, and Crisis Services",89.18,mid,160743072,1,Medium,2.82e-06,1104662.0,708791,,1722560.0,12,0,1,6,6,15,1.0,196511.0,1200.0
97.0,Human Services,6991409.0,0.015,0.12,0.059,0.925,0.0338,6467053.325,412493.13100000005,85.0,BOY SCOUTS OF AMERICA,8051391.0,"Youth Development, Shelter, and Crisis Services",89.18,mid,160743108,1,High,7.93e-07,3925818.0,3782929,,8185746.0,12,0,1,6,7,15,1.0,196511.0,1200.0
97.0,Human Services,6991409.0,0.015,0.12,0.059,0.925,0.0338,6467053.325,412493.13100000005,85.0,BOY SCOUTS OF AMERICA,8051391.0,"Youth Development, Shelter, and Crisis Services",89.18,mid,160743929,1,High,1.4e-06,2850771.0,2135690,,5634499.0,12,0,1,6,7,15,1.0,196511.0,1200.0
97.0,Human Services,6991409.0,0.015,0.12,0.059,0.925,0.0338,6467053.325,412493.13100000005,85.0,BOY SCOUTS OF AMERICA,8051391.0,"Youth Development, Shelter, and Crisis Services",89.18,mid,160966978,1,High,2.2e-06,2385162.0,1363857,,3068505.0,12,0,1,6,6,15,1.0,196511.0,1200.0
97.0,Human Services,6991409.0,0.015,0.12,0.059,0.925,0.0338,6467053.325,412493.13100000005,85.0,BOY SCOUTS OF AMERICA,8051391.0,"Youth Development, Shelter, and Crisis Services",89.18,mid,161012578,1,High,2.99e-06,1160198.0,1001769,,2788153.0,12,0,1,6,6,15,1.0,196511.0,1200.0
97.0,Human Services,6991409.0,0.015,0.12,0.059,0.925,0.0338,6467053.325,412493.13100000005,85.0,BOY SCOUTS OF AMERICA,8051391.0,"Youth Development, Shelter, and Crisis Services",89.18,mid,166122899,1,High,8.63e-07,10675926.0,3477164,,17245954.0,12,0,1,8,8,15,1.0,196511.0,1200.0
97.0,Human Services,6991409.0,0.015,0.12,0.059,0.925,0.0338,6467053.325,412493.13100000005,85.0,BOY SCOUTS OF AMERICA,8051391.0,"Youth Development, Shelter, and Crisis Services",89.18,mid,200010668,1,Low,1.0,,0,O40,,12,1,0,0,0,4,1.0,201508.0,1000.0
97.0,Human Services,6991409.0,0.015,0.12,0.059,0.925,0.0338,6467053.325,412493.13100000005,85.0,BOY SCOUTS OF AMERICA,8051391.0,"Youth Development, Shelter, and Crisis Services",89.18,mid,210634574,1,High,1.37e-06,2891287.0,2191886,,12017187.0,12,0,1,6,8,15,1.0,196511.0,1200.0
97.0,Human Services,6991409.0,0.015,0.12,0.059,0.925,0.0338,6467053.325,412493.13100000005,85.0,BOY SCOUTS OF AMERICA,8051391.0,"Youth Development, Shelter, and Crisis Services",89.18,mid,210634963,1,High,1.13e-06,5556504.0,2665626,,8923246.0,12,0,1,7,7,15,1.0,196511.0,1200.0
97.0,Human Services,6991409.0,0.015,0.12,0.059,0.925,0.0338,6467053.325,412493.13100000005,85.0,BOY SCOUTS OF AMERICA,8051391.0,"Youth Development, Shelter, and Crisis Services",89.18,mid,210634999,1,High,2.65e-06,1759917.0,1132268,,3260308.0,12,0,1,6,6,15,1.0,196511.0,1200.0
97.0,Human Services,6991409.0,0.015,0.12,0.059,0.925,0.0338,6467053.325,412493.13100000005,85.0,BOY SCOUTS OF AMERICA,8051391.0,"Youth Development, Shelter, and Crisis Services",89.18,mid,222829716,1,Medium,8.24e-06,1063464.0,242700,,10219800.0,12,0,1,6,8,15,1.0,196511.0,1000.0
97.0,Human Services,6991409.0,0.015,0.12,0.059,0.925,0.0338,6467053.325,412493.13100000005,85.0,BOY SCOUTS OF AMERICA,8051391.0,"Youth Development, Shelter, and Crisis Services",89.18,mid,223626147,1,High,8.57e-07,8755679.0,3499709,O410,11295410.0,12,0,1,7,8,15,1.0,196511.0,1200.0
97.0,Human Services,6991409.0,0.015,0.12,0.059,0.925,0.0338,6467053.325,412493.13100000005,85.0,BOY SCOUTS OF AMERICA,8051391.0,"Youth Development, Shelter, and Crisis Services",89.18,mid,223661431,1,High,4.26e-07,9693420.0,7039345,O410,14036885.0,12,0,1,7,8,15,1.0,196511.0,1000.0
97.0,Human Services,6991409.0,0.015,0.12,0.059,0.925,0.0338,6467053.325,412493.13100000005,85.0,BOY SCOUTS OF AMERICA,8051391.0,"Youth Development, Shelter, and Crisis Services",89.18,mid,226069324,1,Low,1.34e-05,717145.0,74381,,5106305.0,12,0,1,5,7,15,1.0,196511.0,1000.0
97.0,Human Services,6991409.0,0.015,0.12,0.059,0.925,0.0338,6467053.325,412493.13100000005,85.0,BOY SCOUTS OF AMERICA,8051391.0,"Youth Development, Shelter, and Crisis Services",89.18,mid,237204564,1,Low,2.21e-05,329687.0,45333,,3654798.0,12,0,1,4,6,15,1.0,196511.0,1000.0
97.0,Human Services,6991409.0,0.015,0.12,0.059,0.925,0.0338,6467053.325,412493.13100000005,85.0,BOY SCOUTS OF AMERICA,8051391.0,"Youth Development, Shelter, and Crisis Services",89.18,mid,237421969,1,High,2.52e-06,2945789.0,1191203,,4377228.0,12,0,1,6,6,15,1.0,196511.0,1200.0
97.0,Human Services,6991409.0,0.015,0.12,0.059,0.925,0.0338,6467053.325,412493.13100000005,85.0,BOY SCOUTS OF AMERICA,8051391.0,"Youth Development, Shelter, and Crisis Services",89.18,mid,237433061,1,Low,2.13e-05,162034.0,46927,,1306860.0,12,0,1,4,6,15,1.0,196511.0,1000.0
97.0,Human Services,6991409.0,0.015,0.12,0.059,0.925,0.0338,6467053.325,412493.13100000005,85.0,BOY SCOUTS OF AMERICA,8051391.0,"Youth Development, Shelter, and Crisis Services",89.18,mid,272183792,1,Low,1.0,0.0,0,,95971.0,12,0,2,0,3,15,1.0,196511.0,1200.0
97.0,Human Services,6991409.0,0.015,0.12,0.059,0.925,0.0338,6467053.325,412493.13100000005,85.0,BOY SCOUTS OF AMERICA,8051391.0,"Youth Development, Shelter, and Crisis Services",89.18,mid,542071388,1,Medium,2.41e-06,2407125.0,829856,O410,4711989.0,12,0,1,6,6,15,1.0,196511.0,1200.0
97.0,Human Services,6991409.0,0.015,0.12,0.059,0.925,0.0338,6467053.325,412493.13100000005,85.0,BOY SCOUTS OF AMERICA,8051391.0,"Youth Development, Shelter, and Crisis Services",89.18,mid,811069242,1,Low,1.0,,0,,,12,0,1,0,0,15,1.0,195611.0,1200.0
93.0,Education,5178794.0,0.09,0.19,0.2019999999999999,0.706,0.0358,3656228.564,1046116.388,83.38,BOSTON LATIN SCHOOL ASSOCIATION,11659828.0,Scholarship and Financial Support,87.24,mid,46035973,1,High,1.45e-06,2070800.0,2070800,B820,50113612.0,6,0,1,6,9,16,1.0,196009.0,1000.0
92.0,Human Services,1571580.0,0.081,0.07,0.0579999999999999,0.86,0.0532,1351558.8,91151.64,100.0,BIVONA CHILD ADVOCACY CENTER,1853047.0,Children's and Family Services,94.34,small,30519569,1,High,1.5e-06,2086306.0,2001925,I72,6495089.0,12,0,1,6,7,15,1.0,200306.0,1200.0
96.0,Education,98592432.0,0.032,0.08,0.089,0.877,0.0060999999999999,86465562.86400001,8774726.448,87.54,BIRTHRIGHT ISRAEL FOUNDATION,96827173.0,Youth Education Programs and Services,90.74,big,134092050,1,High,3.57e-08,84240560.0,83932290,Q230,32621882.0,12,0,1,9,8,15,1.0,200106.0,1000.0
96.0,Research and Public Policy,12705375.0,0.085,0.06,0.063,0.851,0.0095,10812274.125,800438.625,97.5,BIGELOW LABORATORY FOR OCEAN SCIENCES,14444038.0,Non-Medical Science & Technology Research,96.66,mid,16006001,1,High,1.71e-07,18877594.0,17580634,U210,46742290.0,6,0,1,8,8,15,1.0,196101.0,1000.0
78.0,International,5346277.0,0.093,0.11,0.089,0.8170000000000001,0.0107,4367908.309,475818.6530000001,79.05,BETTER WORLD FUND,5306184.0,"International Peace, Security, and Affairs",78.51,mid,132621829,1,Low,1.0,0.0,0,Q42,0.0,12,0,2,0,0,16,1.0,201101.0,2000.0
78.0,International,5346277.0,0.093,0.11,0.089,0.8170000000000001,0.0107,4367908.309,475818.6530000001,79.05,BETTER WORLD FUND,5306184.0,"International Peace, Security, and Affairs",78.51,mid,237181525,1,Low,1.0,,0,Q42,,12,0,2,0,0,16,1.0,201601.0,1200.0
78.0,International,5346277.0,0.093,0.11,0.089,0.8170000000000001,0.0107,4367908.309,475818.6530000001,79.05,BETTER WORLD FUND,5306184.0,"International Peace, Security, and Affairs",78.51,mid,237181528,1,Low,1.0,0.0,0,Q42,0.0,12,0,2,0,0,16,1.0,201101.0,2000.0
78.0,International,5346277.0,0.093,0.11,0.089,0.8170000000000001,0.0107,4367908.309,475818.6530000001,79.05,BETTER WORLD FUND,5306184.0,"International Peace, Security, and Affairs",78.51,mid,237181928,1,Low,1.0,0.0,0,,0.0,12,0,2,0,0,16,1.0,201101.0,2000.0
78.0,International,5346277.0,0.093,0.11,0.089,0.8170000000000001,0.0107,4367908.309,475818.6530000001,79.05,BETTER WORLD FUND,5306184.0,"International Peace, Security, and Affairs",78.51,mid,510177592,1,Low,1.0,0.0,0,Q42,0.0,12,0,2,0,0,16,1.0,201101.0,2000.0
78.0,International,5346277.0,0.093,0.11,0.089,0.8170000000000001,0.0107,4367908.309,475818.6530000001,79.05,BETTER WORLD FUND,5306184.0,"International Peace, Security, and Affairs",78.51,mid,510191315,1,Low,1.0,0.0,0,Q42,0.0,12,0,2,0,0,16,1.0,201101.0,2000.0
78.0,International,5346277.0,0.093,0.11,0.089,0.8170000000000001,0.0107,4367908.309,475818.6530000001,79.05,BETTER WORLD FUND,5306184.0,"International Peace, Security, and Affairs",78.51,mid,821190645,1,Low,1.0,0.0,0,,0.0,12,0,2,0,0,15,1.0,201101.0,1000.0
78.0,International,5346277.0,0.093,0.11,0.089,0.8170000000000001,0.0107,4367908.309,475818.6530000001,79.05,BETTER WORLD FUND,5306184.0,"International Peace, Security, and Affairs",78.51,mid,900058938,1,Low,1.0,0.0,0,Q42,0.0,12,0,1,0,0,16,1.0,201101.0,2000.0
78.0,International,5346277.0,0.093,0.11,0.089,0.8170000000000001,0.0107,4367908.309,475818.6530000001,79.05,BETTER WORLD FUND,5306184.0,"International Peace, Security, and Affairs",78.51,mid,900059248,1,Low,0.000416667,2400.0,2400,Q42,3465.0,12,0,2,1,1,16,1.0,201101.0,2000.0
70.0,"Arts, Culture, Humanities",993149.0,0.115,0.15,0.095,0.789,0.0762999999999999,783594.561,94349.155,86.55,BAY CHAMBER CONCERTS,875753.0,Performing Arts,76.75,small,16023519,1,High,2.88e-06,1044302.0,1043065,A6C0,2093741.0,8,0,1,6,6,16,1.0,196209.0,1200.0
77.0,Animals,1221051.0,0.073,0.12,0.074,0.851,0.0727,1039114.401,90357.77400000002,88.99,BANGOR HUMANE SOCIETY,1245569.0,"Animal Rights, Welfare, and Services",81.96,small,10215910,1,Medium,2.03e-06,1286598.0,985027,D200,2725051.0,4,0,1,6,6,15,1.0,197706.0,4000.0
96.0,"Arts, Culture, Humanities",5792226.0,0.055,0.09,0.066,0.877,0.0224,5079782.202,382286.916,90.0,CREATIVE CAPITAL FOUNDATION,4909493.0,Performing Arts,92.38,mid,311605982,1,High,4.43e-07,6796554.0,6768799,P20,12306885.0,6,0,1,7,8,15,1.0,199807.0,1000.0
100.0,Education,5186704.0,0.154,0.22,0.151,0.693,0.0834999999999999,3594385.8719999995,783192.304,68.01,COUNCIL FOR ECONOMIC EDUCATION,3919793.0,Adult Education Programs and Services,77.37,mid,131623848,1,High,5.93e-07,5730622.0,5060224,V22Z,5125508.0,12,0,1,7,7,16,1.0,195101.0,2000.0
100.0,Community Development,38140011.0,0.142,0.02,0.008,0.8490000000000001,0.0092,32380869.339,305120.088,92.47,CORPORATION FOR SUPPORTIVE HOUSING,45398946.0,Housing and Neighborhood Development,94.67,big,133600232,1,High,1e-07,29866568.0,29866568,L210,124569170.0,12,0,1,8,9,15,1.0,199104.0,1000.0
89.0,Education,2587498.0,0.033,0.17,0.141,0.8240000000000001,0.0724,2132098.352,364837.218,86.54,CORO NEW YORK LEADERSHIP CENTER,2602141.0,Adult Education Programs and Services,87.7,small,133571610,1,High,1.13e-06,2988788.0,2661746,R99Z,1435396.0,6,0,1,6,6,15,1.0,198911.0,1000.0
100.0,Animals,8990903.0,0.098,0.29,0.123,0.777,0.019,6985931.631,1105881.069,84.69,CONNECTICUT HUMANE SOCIETY,10765627.0,"Animal Rights, Welfare, and Services",89.17,mid,60667605,1,High,3.44e-07,86336050.0,8725837,D200,81720170.0,12,0,1,9,9,15,1.0,193312.0,4500.0
100.0,Animals,8990903.0,0.098,0.29,0.123,0.777,0.019,6985931.631,1105881.069,84.69,CONNECTICUT HUMANE SOCIETY,10765627.0,"Animal Rights, Welfare, and Services",89.17,mid,66079664,12,Low,1.0,173344.0,0,D122,429901.0,9,1,0,4,4,0,0.0,0.0,1000.0
93.0,"Arts, Culture, Humanities",3041718.0,0.145,0.11,0.162,0.691,0.0513,2101827.138,492758.316,80.34,CONNECTICUT HISTORICAL SOCIETY,13975322.0,"Libraries, Historical Societies and Landmark Preservation",85.24,small,66026012,1,High,1.1e-06,14153450.0,2734894,A800,45812230.0,12,0,1,8,8,15,1.0,193410.0,1200.0
89.0,Human Services,4382937.0,0.059,0.04,0.0409999999999999,0.898,0.0276,3935877.426,179700.417,100.0,CONCERNS OF POLICE SURVIVORS,5708330.0,Multipurpose Human Service Organizations,92.22,mid,43277632,1,Medium,1.5e-05,152701.0,133490,,82415.0,3,0,1,4,3,15,1.0,198409.0,1200.0
89.0,Human Services,4382937.0,0.059,0.04,0.0409999999999999,0.898,0.0276,3935877.426,179700.417,100.0,CONCERNS OF POLICE SURVIVORS,5708330.0,Multipurpose Human Service Organizations,92.22,mid,223123761,1,Low,1.28e-05,78346.0,78346,,67314.0,12,0,1,3,3,15,1.0,199408.0,1000.0
89.0,Human Services,4382937.0,0.059,0.04,0.0409999999999999,0.898,0.0276,3935877.426,179700.417,100.0,CONCERNS OF POLICE SURVIVORS,5708330.0,Multipurpose Human Service Organizations,92.22,mid,223539110,1,Low,1.0,0.0,0,,0.0,3,0,2,0,0,15,1.0,198409.0,1200.0
89.0,Human Services,4382937.0,0.059,0.04,0.0409999999999999,0.898,0.0276,3935877.426,179700.417,100.0,CONCERNS OF POLICE SURVIVORS,5708330.0,Multipurpose Human Service Organizations,92.22,mid,223586914,1,Low,1.33e-05,105305.0,75187,,60167.0,3,0,1,4,3,16,1.0,198409.0,1200.0
89.0,Human Services,4382937.0,0.059,0.04,0.0409999999999999,0.898,0.0276,3935877.426,179700.417,100.0,CONCERNS OF POLICE SURVIVORS,5708330.0,Multipurpose Human Service Organizations,92.22,mid,263317514,1,Low,1.0,0.0,0,I60I,0.0,3,0,2,0,0,15,1.0,198409.0,1200.0
89.0,Human Services,4382937.0,0.059,0.04,0.0409999999999999,0.898,0.0276,3935877.426,179700.417,100.0,CONCERNS OF POLICE SURVIVORS,5708330.0,Multipurpose Human Service Organizations,92.22,mid,452651995,1,Low,1.66e-05,114791.0,60226,I60I,41807.0,3,0,1,4,3,15,1.0,198409.0,1200.0
89.0,Human Services,4382937.0,0.059,0.04,0.0409999999999999,0.898,0.0276,3935877.426,179700.417,100.0,CONCERNS OF POLICE SURVIVORS,5708330.0,Multipurpose Human Service Organizations,92.22,mid,800200749,1,Low,1.0,0.0,0,,0.0,3,0,2,0,0,15,0.0,198409.0,1200.0
74.0,Human Services,1713787.0,0.168,0.03,0.0279999999999999,0.8029999999999999,0.0433,1376170.961,47986.03599999999,76.15,COMMUNITY WORKS,1991748.0,Social Services,75.05,small,133580813,1,Medium,8.13e-06,246014.0,246014,A200,187737.0,6,0,1,4,4,15,1.0,199108.0,1000.0
90.0,Human Services,33421644.0,0.156,0.05,0.036,0.807,0.0196,26971266.708,1203179.184,93.77,COMMUNITY SERVICE SOCIETY OF NEW YORK,28440039.0,Social Services,91.66,big,135562202,1,High,1.38e-07,83349750.0,21761956,P200,241342830.0,6,0,1,9,9,15,1.0,193909.0,1000.0
85.0,Education,2630532.0,0.126,0.24,0.163,0.71,0.0401,1867677.72,428776.716,77.84,COMMUNITY PREPARATORY SCHOOL,2875648.0,Youth Education Programs and Services,81.07,small,222485332,1,High,1.05e-06,2906872.0,2851684,B240,26114402.0,6,0,1,6,8,15,1.0,199212.0,1000.0
92.0,Community Development,10280261.0,0.079,0.05,0.054,0.866,0.017,8902706.026,555134.094,82.67,COMMUNITY FOUNDATION OF WESTERN MASSACHUSETTS,13942094.0,Community Foundations,86.5,mid,223089640,1,High,2.03e-07,22668656.0,14746913,T310,118487410.0,3,0,1,8,9,15,1.0,199104.0,1000.0
100.0,Community Development,61663141.0,0.035,0.01,0.012,0.952,0.0056999999999999,58703310.232,739957.692,97.22,COMMUNITY FOUNDATION OF NEW JERSEY,94761884.0,Community Foundations,98.03,big,222281783,1,High,2.73e-08,201264800.0,109884424,T310,352832260.0,12,0,1,9,9,15,1.0,198512.0,1000.0
60.0,Education,2472428.0,0.105,0.07,0.072,0.821,0.0767,2029863.388,178014.81600000002,74.17,COMMUNITY CRUSADE FOR CHILDREN,2546466.0,Scholarship and Financial Support,66.33,small,61445929,1,High,9.21e-07,6441264.0,3257884,Q330,402293.0,12,0,1,7,4,15,1.0,199606.0,1000.0
100.0,Human Services,3566411.0,0.067,0.11,0.133,0.7979999999999999,0.0264,2845995.978,474332.663,83.51,COMMITTEE ON TEMPORARY SHELTER,3451115.0,Homeless Services,88.33,mid,30285606,1,High,5.26e-07,5706779.0,5700932,L41Z,6985328.0,9,0,1,7,7,15,1.0,198412.0,1000.0
93.0,Research and Public Policy,147631524.0,0.119,0.02,0.016,0.8640000000000001,0.0042,127553636.73600002,2362104.384,92.62,COLD SPRING HARBOR LABORATORY,170243433.0,Non-Medical Science & Technology Research,92.8,big,112013303,1,High,2.24e-08,162412480.0,133848220,U500,683609000.0,12,0,1,9,9,15,1.0,196408.0,2800.0
93.0,International,720237.0,0.086,0.1,0.106,0.8059999999999999,0.184,580511.022,76345.122,76.24,COALITION AGAINST TRAFFICKING IN WOMEN,612524.0,"International Peace, Security, and Affairs",82.48,small,223032134,1,Medium,2.72e-06,734750.0,734750,Q700,444610.0,12,0,1,5,4,15,1.0,199006.0,1000.0
96.0,Human Services,20441242.0,0.0969999999999999,0.08,0.088,0.813,0.0137,16618729.746,1798829.296,86.98,CITYMEALS-ON-WHEELS,24171031.0,Social Services,90.36,big,133634381,1,High,1.42e-07,23957382.0,21196182,K360,39017988.0,6,0,1,8,8,15,1.0,199202.0,1000.0
96.0,Environment,20273100.0,0.069,0.07,0.048,0.8809999999999999,0.0131,17860601.099999998,973108.8,92.95,CITY PARKS FOUNDATION,22819913.0,"Botanical Gardens, Parks, and Nature Centers",94.26,big,133561657,1,High,1.66e-07,20113704.0,18119372,N32I,39552490.0,3,0,1,8,8,15,1.0,199005.0,1000.0
100.0,Human Services,5157949.0,0.102,0.08,0.078,0.818,0.02,4219202.282,402320.022,99.08,CITY MISSION OF SCHENECTADY,5272388.0,Homeless Services,99.34,mid,141403652,1,High,5.69e-07,5763347.0,5272388,,9683958.0,12,0,1,7,7,10,1.0,195309.0,7000.0
74.0,Human and Civil Rights,3592409.0,0.053,0.09,0.094,0.852,0.0,3060732.468,337686.446,90.0,CITIZENS COMMISSION ON HUMAN RIGHTS,3248871.0,Advocacy and Education,80.3,mid,61435334,1,Low,1.0,0.0,0,,0.0,12,0,2,0,0,15,1.0,199310.0,2000.0
74.0,Human and Civil Rights,3592409.0,0.053,0.09,0.094,0.852,0.0,3060732.468,337686.446,90.0,CITIZENS COMMISSION ON HUMAN RIGHTS,3248871.0,Advocacy and Education,80.3,mid,300305119,1,Low,1.0,0.0,0,,0.0,12,0,2,0,0,15,0.0,199310.0,2000.0
